Customer ID,Branch Code,City,Age,Avg. Annual Income/Month,Balance Q1,NumOfProducts Q1,HasCrCard Q1,ActiveMember Q1,Balance Q2,NumOfProducts Q2,HasCrCard Q2,ActiveMember Q2,Balance Q3,NumOfProducts Q3,HasCrCard Q3,ActiveMember Q3,Balance Q4,NumOfProducts Q4,HasCrCard Q4,ActiveMember Q4,Unpaid Tagging
15737385,1002,Jakarta,37,52000000,0,2,1,1,326490.92,2,1,1,709923.92,2,1,1,810615.92,2,1,1,0
15737489,1008,Jakarta,28,37000000,253096168.3,2,0,1,253096168.3,2,0,0,252722057.3,2,0,1,252722057.3,2,1,0,1
15737571,1008,Jakarta,48,21000000,0,2,1,0,0,3,1,0,0,3,1,0,0,3,1,0,0
15737605,1007,Jakarta,67,28000000,71228500.78,1,1,1,71051638.78,1,1,1,71090423.78,1,1,1,71268327.78,1,1,1,0
15737735,1001,Jakarta,59,16000000,0,3,1,0,0,3,1,0,0,3,1,0,0,3,1,0,1
15737741,1004,Jakarta,24,21000000,182521078.7,1,1,0,182521078.7,1,1,0,182834269.7,1,1,1,182470158.7,1,1,1,1
15737748,1002,Jakarta,66,28000000,21835119.57,1,1,0,22287522.57,1,1,1,22287522.57,2,1,0,22351372.57,2,1,1,1
15737778,1004,Jakarta,62,23000000,213364844.7,2,1,0,213364844.7,2,1,0,213364844.7,2,1,0,213198678.7,2,1,1,0
15737795,1002,Jakarta,28,22000000,0,2,1,1,369534.04,2,1,1,425233.04,2,1,1,361598.04,2,1,1,0
15737888,1001,Jakarta,62,20000000,0,1,1,0,1227922.12,1,1,1,1478276.12,1,1,1,1026861.12,1,1,1,1
15738088,1004,Jakarta,38,29000000,0,2,1,0,0,2,1,0,0,2,1,0,865572.4,2,1,1,0
15738220,1002,Jakarta,22,14000000,118122966.4,1,1,0,118154256.4,1,1,1,117808853.4,1,1,1,117822483.4,1,1,1,0
15738497,1002,Jakarta,41,28000000,0,2,1,0,0,2,1,0,0,2,1,0,1275141.44,2,1,1,0
15738516,1007,Jakarta,37,20000000,51851565.58,1,1,0,51940010.58,1,1,1,51468996.58,1,1,1,50988822.58,1,1,1,1
15738546,1007,Jakarta,36,31000000,59608326.99,1,1,1,59845133.99,1,1,1,59555980.99,1,1,1,59555980.99,1,1,0,1
15739194,1008,Jakarta,42,29000000,69973151.02,1,1,0,70294470.02,1,1,1,70294470.02,1,1,0,70670874.02,1,1,1,0
15739223,1002,Jakarta,39,26000000,20067813.94,1,1,0,20176408.94,1,1,1,20295070.94,1,1,1,20295070.94,1,1,0,0
15739357,1003,Jakarta,64,20000000,107392704.6,1,1,0,107512605.6,1,1,1,107628455.6,1,1,1,107628455.6,1,1,0,0
15739576,1008,Jakarta,45,19000000,33760313.5,1,1,1,33465176.5,2,1,1,33117102.5,2,1,1,33417810.5,2,1,1,0
15739803,1003,Jakarta,35,47000000,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1
15740104,1008,Jakarta,26,13000000,0,2,1,1,1314212.46,2,1,1,1314212.46,2,1,0,1494576.46,2,1,1,0
15740345,1007,Jakarta,65,19000000,93413226.38,2,1,0,93413226.38,2,1,0,93082385.38,2,1,1,93082385.38,2,1,0,1
15740383,1001,Jakarta,35,44000000,26227649.55,2,1,1,26049837.55,2,1,1,26445041.55,2,1,1,26367862.55,2,1,1,0
15740458,1002,Jakarta,49,25000000,50592875.28,1,1,1,50849002.28,1,1,1,50584249.28,1,1,1,50571284.28,2,1,1,1
15741195,1007,Jakarta,38,47000000,177329124.8,1,1,1,177376905.8,1,1,1,177539268.8,1,1,1,177142814.8,1,1,1,0
15741403,1008,Jakarta,30,20000000,0,3,1,0,0,3,1,0,1081422.28,3,1,1,667247.28,3,1,1,1
15741554,1003,Jakarta,29,24000000,0,1,1,0,0,1,1,0,0,2,1,0,1090063.56,2,1,1,1
15741633,1004,Jakarta,43,30000000,73134771.68,1,1,0,73610596.68,1,1,1,73675025.68,1,1,1,73317073.68,1,1,1,0
15741728,1007,Jakarta,68,24000000,135201327.8,2,1,1,135152146.8,2,1,1,135545251.8,2,1,1,135545251.8,2,1,0,0
15741875,1001,Jakarta,61,24000000,0,2,1,1,0,2,1,0,0,2,1,0,530148.18,2,1,1,0
15742009,1007,Jakarta,40,22000000,0,2,1,0,0,2,1,0,0,2,1,0,0,3,1,0,0
15742369,1001,Jakarta,48,21000000,58430503.56,3,1,1,58297175.56,3,1,1,58004331.56,3,1,1,58361701.56,3,1,1,1
15742442,1005,Jakarta,52,20000000,133230812.1,1,1,0,133230812.1,1,1,0,133295111.1,1,1,1,133582235.1,1,1,1,0
15742668,1006,Jakarta,45,40000000,0,1,1,1,583512.48,1,1,1,856702.48,1,1,1,952444.48,1,1,1,0
15742809,1003,Jakarta,30,40000000,9893473.85,2,1,0,9688187.85,3,1,1,9714940.85,3,1,1,9714940.85,3,1,0,0
15742854,1007,Jakarta,70,23000000,171245836.9,2,1,1,171736417.9,2,1,1,171736417.9,2,1,0,171292999.9,2,1,1,0
15742879,1007,Jakarta,27,30000000,94172632.28,2,0,0,94474410.28,2,0,1,94404054.28,2,0,1,94404054.28,2,1,0,1
15743016,1003,Jakarta,27,15000000,95939047.28,1,1,0,95496529.28,1,1,1,95496529.28,1,1,0,95807364.28,1,1,1,1
15743076,1001,Jakarta,58,26000000,0,2,1,1,1076800.2,2,1,1,1076800.2,2,1,0,1233286.2,2,1,1,0
15743818,1009,Jakarta,62,25000000,103383900.5,2,1,1,103383900.5,2,1,0,103383900.5,2,1,0,103556695.5,2,1,1,0
15744279,1007,Jakarta,27,36000000,244860895.8,2,1,0,244860895.8,2,1,0,244953823.8,2,1,1,245139573.8,2,1,1,0
15744517,1009,Jakarta,32,19000000,73875686,1,1,1,74276953,1,1,1,74111323,1,1,1,74111323,1,1,0,0
15744606,1001,Jakarta,60,23000000,174737315.3,2,1,1,174811834.3,2,1,1,174591593.3,2,1,1,174251054.3,2,1,1,1
15744789,1001,Jakarta,70,23000000,0,2,1,0,0,2,1,0,0,2,1,0,61255.12,2,1,1,0
15744913,1006,Jakarta,29,33000000,49397966.73,1,1,1,49825346.73,1,1,1,49825346.73,1,1,0,50304172.73,1,1,1,0
15744919,1004,Jakarta,53,18000000,0,1,0,0,424490.32,1,0,1,122154.32,1,0,1,259875.32,1,1,1,1
15744942,1003,Jakarta,43,53000000,0,2,1,1,0,2,1,0,0,2,1,0,0,2,1,0,0
15744983,1005,Jakarta,36,34000000,117272174.3,3,1,1,117462388.3,3,1,1,117592267.3,3,1,1,117957303.3,3,1,1,1
15745001,1002,Jakarta,69,25000000,92896396.78,1,1,1,92896396.78,1,1,0,93083521.78,1,1,1,92907855.78,1,1,1,0
15745295,1002,Jakarta,31,40000000,0,2,1,1,902457.98,2,1,1,662399.98,2,1,1,502718.98,2,1,1,0
15745324,1009,Jakarta,29,37000000,106262931.3,1,1,1,106262931.3,1,1,0,106207614.3,1,1,1,106445261.3,1,1,1,0
15745354,1006,Jakarta,54,19000000,0,2,1,1,988867.64,2,1,1,757060.64,2,1,1,1052668.64,2,1,1,0
15745716,1008,Jakarta,49,15000000,0,1,1,1,0,1,1,0,863895.64,1,1,1,427505.64,1,1,1,0
15745843,1002,Jakarta,29,22000000,80234490.78,2,1,0,80665479.78,2,1,1,80665479.78,2,1,0,80281473.78,2,1,1,0
15746012,1007,Jakarta,25,11000000,0,2,1,0,0,2,1,0,1100927.96,2,1,1,815726.96,2,1,1,0
15746035,1002,Jakarta,43,40000000,0,2,1,1,0,2,1,0,0,2,1,0,0,2,1,0,0
15746076,1006,Jakarta,50,29000000,0,1,1,0,0,1,1,0,816695.16,1,1,1,816695.16,1,1,0,0
15746451,1006,Jakarta,35,47000000,108875843.8,3,0,0,108875843.8,4,0,0,108875843.8,5,0,0,109093946.8,5,1,1,1
15746461,1005,Jakarta,24,19000000,127089823.8,2,1,1,126710156.8,2,1,1,126710156.8,3,1,0,126710156.8,3,1,0,0
15746490,1001,Jakarta,37,44000000,39436133.95,1,1,1,39137735.95,1,1,1,38879439.95,1,1,1,38585149.95,1,1,1,0
15746662,1003,Jakarta,30,26000000,85435732.37,2,1,0,85715637.37,2,1,1,85815078.37,2,1,1,85698192.37,3,1,1,0
15746664,1009,Jakarta,43,31000000,53290580,1,1,0,53290580,1,1,0,53290580,1,1,0,53585236,1,1,1,0
15746704,1006,Jakarta,22,12000000,64444463.48,2,1,1,64444463.48,3,1,0,64531668.48,3,1,1,64864126.48,4,1,1,0
15746749,1007,Jakarta,54,26000000,0,2,1,1,834244.62,2,1,1,470674.62,2,1,1,550006.62,2,1,1,0
15746902,1004,Jakarta,28,24000000,67387507.01,1,1,1,66926802.01,1,1,1,66889550.01,1,1,1,67128222.01,1,1,1,0
15746970,1005,Jakarta,67,22000000,52337712.74,1,1,1,52337712.74,1,1,0,52337712.74,1,1,0,52763011.74,1,1,1,0
15747043,1005,Jakarta,44,57000000,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1
15747222,1008,Jakarta,27,34000000,0,2,1,0,0,2,1,0,0,3,1,0,0,3,1,0,0
15747323,1004,Jakarta,49,15000000,53004386.92,1,1,1,53361564.92,1,1,1,53014012.92,1,1,1,52838953.92,1,1,1,1
15747458,1004,Jakarta,23,5000000,0,2,1,1,661679.64,2,1,1,859305.64,2,1,1,596206.64,2,1,1,0
15747503,1001,Jakarta,33,14000000,78685707.85,1,1,0,78685707.85,1,1,0,78701998.85,1,1,1,78541117.85,1,1,1,0
15747591,1007,Jakarta,44,34000000,199172273.7,1,1,0,199172273.7,1,1,0,198988569.7,1,1,1,199208023.7,1,1,1,1
15747647,1002,Jakarta,37,57000000,57623448.52,1,1,1,57688821.52,1,1,1,57857369.52,1,1,1,58256451.52,1,1,1,0
15747677,1009,Jakarta,45,21000000,99300009.2,1,0,0,99300009.2,2,0,0,99124140.2,2,0,1,99185799.2,2,1,1,1
15747724,1006,Jakarta,57,18000000,90742556.35,1,1,1,90458036.35,1,1,1,90838048.35,2,1,1,90838048.35,3,1,0,0
15747878,1009,Jakarta,69,20000000,102259762.4,1,1,0,102259762.4,1,1,0,102522519.4,1,1,1,102222619.4,1,1,1,1
15747980,1001,Jakarta,43,56000000,112594079.1,1,1,1,112887046.1,1,1,1,112887046.1,1,1,0,113381371.1,1,1,1,0
15748352,1002,Jakarta,66,27000000,104144669.6,1,1,1,104144669.6,1,1,0,104048612.6,1,1,1,104048612.6,1,1,0,1
15748532,1004,Jakarta,22,17000000,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
15748597,1005,Jakarta,30,15000000,71021916.48,1,1,0,70531266.48,1,1,1,70531266.48,1,1,0,70152169.48,1,1,1,0
15748691,1009,Jakarta,54,23000000,123112605.1,1,1,1,123483911.1,1,1,1,123483911.1,1,1,0,123742010.1,1,1,1,0
15748797,1005,Jakarta,42,43000000,146281841,1,1,1,145829417,2,1,1,145829417,2,1,0,146161220,2,1,1,0
15748882,1009,Jakarta,67,15000000,92643501.86,1,0,1,92920253.86,1,0,1,92566050.86,1,0,1,92470767.86,1,1,1,1
15748936,1008,Jakarta,58,0,0,3,1,1,0,3,1,0,0,3,1,0,878779.24,3,1,1,1
15749114,1008,Jakarta,42,19000000,101899152.4,2,1,1,102301670.4,2,1,1,102062527.4,2,1,1,102062527.4,2,1,0,0
15749123,1007,Jakarta,70,29000000,64401711,1,0,0,64469034,1,0,1,64469034,1,0,0,64022551,1,1,1,1
15749177,1003,Jakarta,48,22000000,0,2,1,0,0,2,1,0,0,2,1,0,0,2,1,0,0
15749482,1004,Jakarta,43,49000000,0,2,1,1,0,2,1,0,0,2,1,0,0,2,1,0,0
15749528,1008,Jakarta,61,30000000,64420401.78,1,1,0,64537038.78,1,1,1,64537038.78,1,1,0,64462507.78,1,1,1,1
15749727,1004,Jakarta,34,55000000,0,2,1,0,0,2,1,0,515763.84,2,1,1,453338.84,2,1,1,0
15749851,1004,Jakarta,28,31000000,187778128.9,2,1,0,187778128.9,2,1,0,187778128.9,2,1,0,187778128.9,2,1,0,0
15749905,1001,Jakarta,37,32000000,0,2,1,0,580466.68,2,1,1,580466.68,2,1,0,798789.68,2,1,1,0
15750055,1006,Jakarta,54,30000000,144477204.5,2,1,1,144436153.5,2,1,1,144345263.5,2,1,1,144801221.5,2,1,1,0
15750243,1004,Jakarta,51,16000000,61521049.31,1,1,1,61521049.31,1,1,0,61032547.31,1,1,1,61032547.31,1,1,0,1
15750299,1008,Jakarta,66,20000000,177195319.9,2,1,1,177003798.9,2,1,1,177252765.9,2,1,1,177462737.9,2,1,1,0
15750476,1005,Jakarta,35,54000000,0,2,1,1,0,2,1,0,0,2,1,0,1456517.26,2,1,1,0
15750574,1004,Jakarta,22,10000000,0,2,1,1,0,2,1,0,502955.78,2,1,1,502955.78,3,1,0,0
15750671,1002,Jakarta,56,22000000,0,2,1,0,0,2,1,0,827154.5,2,1,1,827154.5,2,1,0,0
15750728,1001,Jakarta,54,27000000,0,1,1,0,0,1,1,0,1089809.22,1,1,1,1528641.22,1,1,1,0
15750808,1005,Jakarta,62,17000000,52010628.23,1,0,1,51516824.23,1,0,1,51377566.23,1,0,1,51377566.23,1,1,0,1
15750839,1003,Jakarta,34,35000000,13201781.31,1,0,0,13258674.31,1,0,1,13083696.31,1,0,1,13280883.31,1,1,1,1
15750929,1009,Jakarta,29,13000000,0,2,1,0,1215679.26,2,1,1,1215679.26,2,1,0,1560616.26,2,1,1,0
15750970,1005,Jakarta,69,0,20445793.15,1,1,1,20654811.15,1,1,1,20654811.15,1,1,0,20531012.15,1,1,1,0
15751131,1003,Jakarta,60,24000000,12287122.11,2,1,1,12017204.11,2,1,1,11894285.11,3,1,1,11868692.11,4,1,1,0
15751185,1001,Jakarta,68,21000000,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
15751193,1009,Jakarta,27,26000000,66189795.31,1,1,1,66640794.31,2,1,1,66390058.31,2,1,1,66604598.31,2,1,1,0
15751208,1003,Jakarta,42,41000000,144704517.4,1,1,0,144704517.4,1,1,0,144223255.4,1,1,1,144400524.4,1,1,1,1
15751336,1002,Jakarta,52,17000000,32214463.34,2,1,1,31997804.34,2,1,1,31997804.34,2,1,0,31508132.34,2,1,1,0
15751531,1008,Jakarta,36,36000000,92824256.61,3,1,0,93278586.61,3,1,1,93278586.61,3,1,0,93207950.61,3,1,1,1
15751788,1004,Jakarta,38,26000000,0,2,1,1,0,2,1,0,0,3,1,0,1414748.98,3,1,1,0
15751943,1001,Jakarta,70,16000000,89581222.46,2,1,1,89596130.46,2,1,1,89596130.46,2,1,0,90052945.46,2,1,1,0
15752193,1004,Jakarta,41,50000000,160314832.1,1,0,1,160600175.1,2,0,1,160252303.1,3,0,1,159845559.1,3,1,1,1
15752312,1007,Jakarta,46,27000000,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
15752344,1003,Jakarta,30,22000000,100698223.2,2,1,0,100698223.2,3,1,0,100238581.2,3,1,1,100268276.2,3,1,1,0
15752388,1005,Jakarta,37,49000000,0,1,1,1,248119.66,1,1,1,621876.66,1,1,1,1042530.66,1,1,1,0
15752463,1008,Jakarta,54,23000000,80743696.01,1,1,0,81088132.01,1,1,1,81088132.01,1,1,0,81088132.01,2,1,0,1
15752488,1009,Jakarta,57,29000000,17270418.03,1,1,1,16932367.03,1,1,1,16860409.03,1,1,1,17131564.03,1,1,1,0
15752650,1006,Jakarta,63,25000000,23929987.93,2,1,0,23434607.93,3,1,1,23057391.93,4,1,1,22890627.93,4,1,1,0
15752838,1005,Jakarta,22,18000000,166034894,2,1,0,165906172,2,1,1,165906172,2,1,0,165906172,2,1,0,0
15752956,1005,Jakarta,69,25000000,14942331.26,1,1,0,15257005.26,1,1,1,15257005.26,1,1,0,15257005.26,1,1,0,0
15753102,1003,Jakarta,63,27000000,158667409.1,2,1,1,158667409.1,2,1,0,158862675.1,2,1,1,158862675.1,2,1,0,0
15753110,1009,Jakarta,22,11000000,193905605.3,1,1,1,194173562.3,1,1,1,194636736.3,1,1,1,194907307.3,1,1,1,0
15753215,1005,Jakarta,50,19000000,26281950.32,2,1,1,26281950.32,2,1,0,26281950.32,2,1,0,26326687.32,2,1,1,0
15753362,1004,Jakarta,42,35000000,0,1,1,1,321206.3,1,1,1,185644.3,1,1,1,457512.3,1,1,1,1
15753754,1005,Jakarta,23,10000000,16887251.34,1,1,0,17158898.34,1,1,1,17158898.34,1,1,0,16908156.34,1,1,1,1
15753831,1003,Jakarta,66,0,18734963.94,1,1,1,19021632.94,1,1,1,19284824.94,1,1,1,18833341.94,1,1,1,0
15753837,1001,Jakarta,26,22000000,12849961.9,1,1,0,12849961.9,1,1,0,12849961.9,1,1,0,12656893.9,1,1,1,0
15753840,1006,Jakarta,38,15000000,98604925.87,1,1,0,98994108.87,1,1,1,99386177.87,1,1,1,98980775.87,1,1,1,1
15753847,1008,Jakarta,27,15000000,142261857.5,2,1,1,142261857.5,3,1,0,142725141.5,3,1,1,143140648.5,3,1,1,0
15753895,1009,Jakarta,56,29000000,0,3,0,0,0,3,0,0,0,3,0,0,1107154.58,3,1,1,1
15753969,1007,Jakarta,53,23000000,160092535.2,1,1,1,160092535.2,1,1,0,160122283.2,1,1,1,159957736.2,1,1,1,0
15754072,1006,Jakarta,56,15000000,104553322.4,1,1,0,104100849.4,1,1,1,104498907.4,2,1,1,104498907.4,2,1,0,0
15754084,1001,Jakarta,53,26000000,50151168.9,1,1,1,49726418.9,1,1,1,49726418.9,1,1,0,49382330.9,1,1,1,0
15754261,1008,Jakarta,52,25000000,23406547.3,1,1,0,23023363.3,1,1,1,22968785.3,1,1,1,23080830.3,1,1,1,0
15754649,1008,Jakarta,48,17000000,115697032.7,1,1,0,115697032.7,1,1,0,115547077.7,1,1,1,115547077.7,1,1,0,1
15754713,1009,Jakarta,64,16000000,44142346.23,1,1,1,44142346.23,1,1,0,44142346.23,1,1,0,43672003.23,1,1,1,0
15754940,1007,Jakarta,43,33000000,0,2,1,0,478937.92,2,1,1,545178.92,2,1,1,545178.92,2,1,0,0
15755209,1002,Jakarta,32,28000000,0,2,1,1,0,2,1,0,0,2,1,0,0,2,1,0,0
15755262,1004,Jakarta,41,29000000,74780225.69,1,1,0,74780225.69,1,1,0,74528858.69,1,1,1,74528858.69,1,1,0,0
15755863,1001,Jakarta,42,14000000,0,2,1,1,1177578.5,2,1,1,1670253.5,2,1,1,1785365.5,2,1,1,0
15756056,1007,Jakarta,54,15000000,114772753.1,1,1,0,114772753.1,1,1,0,114601544.1,1,1,1,114601544.1,1,1,0,0
15756070,1003,Jakarta,52,17000000,55688750.88,1,1,0,55356043.88,1,1,1,55356043.88,1,1,0,55356043.88,1,1,0,0
15756118,1002,Jakarta,66,28000000,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
15756125,1008,Jakarta,39,60000000,59930938.08,2,1,1,59714421.08,3,1,1,59894713.08,3,1,1,59700747.08,3,1,1,0
15756167,1007,Jakarta,59,17000000,107549037.1,1,1,1,107549037.1,1,1,0,107393324.1,1,1,1,107393324.1,1,1,0,0
15756751,1003,Jakarta,49,27000000,39782178.7,1,1,1,40278532.7,1,1,1,40625648.7,1,1,1,40567536.7,1,1,1,0
15756848,1004,Jakarta,40,36000000,113016603.7,1,0,0,113389602.7,1,0,1,113389602.7,2,0,0,113389602.7,2,1,0,1
15756871,1003,Jakarta,45,54000000,72923823.28,1,1,1,72423994.28,2,1,1,72247200.28,2,1,1,72247200.28,2,1,0,0
15756875,1003,Jakarta,43,48000000,199204374.5,1,1,0,199204374.5,1,1,0,199383917.5,1,1,1,198983530.5,1,1,1,0
15756932,1005,Jakarta,26,34000000,93560568.19,2,1,1,93560568.19,2,1,0,93560568.19,2,1,0,93560568.19,2,1,0,0
15756975,1006,Jakarta,35,52000000,188777213.5,1,1,0,188737390.5,1,1,1,188288669.5,1,1,1,188288669.5,1,1,0,0
15757188,1007,Jakarta,30,28000000,111838583.3,2,1,0,111838583.3,2,1,0,111838583.3,2,1,0,112200637.3,2,1,1,0
15757306,1004,Jakarta,52,29000000,65937533.22,1,1,1,65699568.22,1,1,1,65699568.22,1,1,0,65483789.22,1,1,1,0
15757408,1003,Jakarta,23,7000000,24173069.99,1,1,1,24173069.99,1,1,0,24173069.99,1,1,0,24173069.99,1,1,0,0
15757467,1003,Jakarta,48,30000000,53350974,2,1,0,53350974,2,1,0,53350974,3,1,0,53452031,3,1,1,0
15757759,1007,Jakarta,55,30000000,0,2,1,0,0,2,1,0,0,2,1,0,0,3,1,0,0
15757811,1001,Jakarta,68,17000000,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1
15757911,1007,Jakarta,50,24000000,36212674.43,1,1,1,35936531.43,1,1,1,35816149.43,1,1,1,35984885.43,1,1,1,0
15758031,1004,Jakarta,46,27000000,75792460.18,1,1,0,75792460.18,1,1,0,75792460.18,1,1,0,75309908.18,1,1,1,1
15758050,1001,Jakarta,40,23000000,129537566.3,1,1,0,129822881.3,1,1,1,129451560.3,2,1,1,129530496.3,2,1,1,0
15758081,1009,Jakarta,63,15000000,73734840,2,0,0,73734840,2,0,0,73781155,2,0,1,73781155,2,1,0,1
15758546,1008,Jakarta,57,0,0,1,1,1,1066940.6,1,1,1,1066940.6,1,1,0,1419699.6,1,1,1,0
15758685,1006,Jakarta,61,20000000,85380070.63,2,1,0,85380070.63,2,1,0,85452260.63,3,1,1,85566651.63,3,1,1,0
15758775,1005,Jakarta,36,29000000,0,2,1,1,0,2,1,0,558882.32,2,1,1,728133.32,2,1,1,0
15758845,1002,Jakarta,33,26000000,49367636.91,4,0,1,49236429.91,4,0,1,49236429.91,4,0,0,49683210.91,4,1,1,1
15758901,1004,Jakarta,28,39000000,157212877,1,1,0,157212877,1,1,0,156993949,1,1,1,156993949,2,1,0,0
15759290,1009,Jakarta,65,27000000,0,1,1,1,0,1,1,0,115919.38,1,1,1,115919.38,1,1,0,1
15759381,1005,Jakarta,29,20000000,114940331.9,1,1,1,115156425.9,1,1,1,115031012.9,1,1,1,115118084.9,1,1,1,0
15759456,1003,Jakarta,24,12000000,0,2,1,1,0,2,1,0,439810.38,2,1,1,669603.38,2,1,1,0
15759555,1003,Jakarta,45,46000000,0,2,1,1,1405718.34,2,1,1,1405718.34,2,1,0,1405718.34,2,1,0,0
15759717,1007,Jakarta,54,19000000,0,2,1,1,0,2,1,0,0,2,1,0,0,2,1,0,0
15759966,1008,Jakarta,66,18000000,142248871.7,1,1,0,142248871.7,1,1,0,142065731.7,1,1,1,141674433.7,1,1,1,1
15760177,1003,Jakarta,50,17000000,68969622.86,1,1,1,68838496.86,1,1,1,68343980.86,1,1,1,67975850.86,1,1,1,0
15760550,1006,Jakarta,67,30000000,88533847.25,1,1,1,88203677.25,2,1,1,88203677.25,2,1,0,88018400.25,2,1,1,0
15760749,1005,Jakarta,67,0,0,2,1,1,0,2,1,0,0,2,1,0,0,2,1,0,0
15760924,1006,Jakarta,42,31000000,0,2,1,1,0,2,1,0,0,2,1,0,0,2,1,0,0
15761102,1009,Jakarta,27,35000000,137224617.1,2,1,1,136993330.1,2,1,1,136673291.1,2,1,1,136673291.1,2,1,0,0
15761132,1003,Jakarta,63,19000000,71664990.2,1,1,1,72049107.2,1,1,1,72049107.2,1,1,0,72049107.2,2,1,0,0
15761141,1001,Jakarta,53,27000000,123719860.6,1,1,1,123347020.6,1,1,1,123347020.6,1,1,0,123347020.6,1,1,0,0
15761506,1002,Jakarta,57,15000000,167632932.6,2,1,0,167899534.6,2,1,1,167899534.6,2,1,0,168238986.6,2,1,1,1
15761525,1005,Jakarta,51,21000000,0,2,1,0,191687.58,2,1,1,52243.58,2,1,1,305376.58,3,1,1,0
15761606,1006,Jakarta,47,20000000,87780854.52,1,1,0,88276373.52,1,1,1,88276373.52,1,1,0,88720889.52,1,1,1,1
15761706,1007,Jakarta,24,17000000,0,2,1,1,1289858.62,2,1,1,791750.62,2,1,1,841906.62,2,1,1,0
15761976,1009,Jakarta,52,25000000,97955856.04,1,1,1,97955856.04,1,1,0,97857322.04,1,1,1,97438148.04,2,1,1,1
15762123,1005,Jakarta,25,14000000,101251481.7,1,1,1,101623427.7,1,1,1,101248983.7,1,1,1,101355576.7,1,1,1,0
15762228,1003,Jakarta,54,30000000,147608754.1,2,1,1,147392004.1,2,1,1,147392004.1,2,1,0,146958027.1,2,1,1,0
15762351,1003,Jakarta,68,30000000,145940997,2,1,1,146429748,3,1,1,146429748,3,1,0,146429748,3,1,0,0
15762392,1004,Jakarta,46,26000000,102384127.3,3,1,1,102107820.3,4,1,1,102107820.3,4,1,0,102476627.3,5,1,1,0
15762418,1005,Jakarta,44,49000000,102557776.2,1,1,1,102316973.2,1,1,1,102215089.2,1,1,1,102620134.2,1,1,1,0
15762455,1008,Jakarta,32,15000000,0,2,1,1,966598.76,2,1,1,1349672.76,2,1,1,1349672.76,2,1,0,0
15762573,1003,Jakarta,31,15000000,101113595.3,1,1,1,101352969.3,1,1,1,101410054.3,1,1,1,101074463.3,1,1,1,0
15762615,1008,Jakarta,26,15000000,58800737.7,1,1,0,58613599.7,1,1,1,58613599.7,1,1,0,59055136.7,1,1,1,1
15762682,1004,Jakarta,33,18000000,0,2,1,0,0,2,1,0,707492.24,2,1,1,896564.24,2,1,1,0
15762708,1001,Jakarta,41,37000000,22854528.23,1,1,1,22945659.23,1,1,1,22963106.23,1,1,1,22976163.23,1,1,1,0
15762716,1006,Jakarta,49,25000000,122354572.1,2,1,1,122354572.1,2,1,0,122354572.1,2,1,0,122354572.1,2,1,0,0
15762745,1009,Jakarta,30,36000000,122038105.4,1,1,1,122121499.4,1,1,1,122121499.4,2,1,0,122397173.4,2,1,1,0
15762821,1003,Jakarta,28,17000000,58977675.84,1,1,0,59166920.84,1,1,1,59166920.84,1,1,0,59166920.84,1,1,0,0
15762928,1009,Jakarta,46,30000000,179277422.3,1,0,0,179361196.3,1,0,1,179178466.3,1,0,1,179620036.3,1,1,1,1
15763055,1001,Jakarta,70,23000000,57196185.99,2,1,1,56967649.99,2,1,1,56967649.99,2,1,0,57238989.99,2,1,1,0
15763063,1009,Jakarta,30,38000000,0,2,1,1,0,2,1,0,483707.58,2,1,1,245128.58,2,1,1,0
15763097,1004,Jakarta,53,24000000,55527361.57,1,1,0,55735905.57,1,1,1,55575084.57,1,1,1,55575084.57,1,1,0,0
15763111,1001,Jakarta,32,15000000,0,2,1,0,712356.1,3,1,1,712356.1,4,1,0,561354.1,4,1,1,0
15763874,1007,Jakarta,58,24000000,82374387.48,1,1,1,82374387.48,1,1,0,82598253.48,1,1,1,82630711.48,1,1,1,0
15763898,1004,Jakarta,30,23000000,0,2,1,1,876389.7,2,1,1,1373351.7,3,1,1,1373351.7,3,1,0,0
15764073,1004,Jakarta,33,33000000,65278412.75,1,1,0,65530672.75,1,1,1,65530672.75,1,1,0,65706147.75,1,1,1,0
15764174,1007,Jakarta,54,20000000,0,2,1,0,1546955.54,2,1,1,1546955.54,2,1,0,1434550.54,2,1,1,0
15764195,1006,Jakarta,59,20000000,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1
15764237,1008,Jakarta,57,28000000,11847543.48,2,1,0,11475353.48,2,1,1,11337730.48,2,1,1,11337730.48,2,1,0,0
15764284,1009,Jakarta,43,16000000,207847816.7,1,1,1,208328278.7,1,1,1,208562484.7,1,1,1,208562484.7,1,1,0,0
15764343,1007,Jakarta,48,29000000,82983893.12,1,1,0,83372270.12,1,1,1,83677536.12,1,1,1,83677536.12,1,1,0,0
15764431,1005,Jakarta,39,23000000,0,2,1,0,0,2,1,0,0,2,1,0,287366.52,2,1,1,0
