id,customer_id,order_date,sku_id,price,qty_ordered,before_discount,discount_amount,after_discount,is_gross,is_valid,is_net,payment_id,payment_method,sku_name,base_price,cogs,category,registered_date
ODR6087302793p,C529046L,2022-06-06,P551746,3103000,1,3103000,0,3103000,1,0,0,4,Payaxis,GMZV_PS4 Pro 1TB - Region 2,3052830,2594862,Entertainment,2021-10-01
ODR6661944779o,C174427L,2022-07-06,P551746,3103000,1,3103000,0,3103000,1,0,0,7,Easypay,GMZV_PS4 Pro 1TB - Region 2,3052830,2594862,Entertainment,2022-06-18
ODR1134642269p,C479992L,2022-04-24,P146139,3069360,1,3069360,0,3069360,1,1,1,1,cod,plk_PD/ 988 873_60,3069360,2332702,Men Fashion,2021-09-19
ODR1313035414c,C378684L,2022-04-27,P146139,3069360,1,3069360,0,3069360,1,1,0,1,cod,plk_PD/ 988 873_60,3069360,2332702,Men Fashion,2021-07-03
ODR2606003677t,C166968L,2022-08-05,P146139,3069360,1,3069360,0,3069360,1,1,0,1,cod,plk_PD/ 988 873_60,3069360,2332702,Men Fashion,2021-07-26
ODR9061120532r,C132041L,2022-04-17,P551746,3052830,1,3052830,0,3052830,1,0,0,7,Easypay,GMZV_PS4 Pro 1TB - Region 2,3052830,2594862,Entertainment,2022-04-05
ODR3706614509o,C242231L,2022-04-26,P551746,3052830,1,3052830,0,3052830,1,0,0,4,Payaxis,GMZV_PS4 Pro 1TB - Region 2,3052830,2594862,Entertainment,2021-09-22
ODR9356337535n,C623160L,2022-12-04,P551746,3052830,1,3052830,0,3052830,1,0,0,7,Easypay,GMZV_PS4 Pro 1TB - Region 2,3052830,2594862,Entertainment,2022-03-12
ODR4446985655n,C711453L,2022-06-21,P140025,3050800,1,3050800,0,3050800,1,0,0,1,cod,Kenwood_KDC-1214,3050800,2288100,Appliances,2022-06-03
ODR9311636610i,C162721L,2022-03-06,P272094,3049350,1,3049350,0,3049350,1,0,0,1,cod,s_tv_KLV-40R352C,3107060,2112766,Entertainment,2021-07-26
ODR7971486308t,C499767L,2022-07-23,P272094,3049350,1,3049350,0,3049350,1,1,0,4,Payaxis,s_tv_KLV-40R352C,3107060,2112766,Entertainment,2022-07-18
ODR4323523002x,C162721L,2022-08-06,P272094,3049350,1,3049350,0,3049350,1,1,1,1,cod,s_tv_KLV-40R352C,3107060,2112766,Entertainment,2021-07-26
ODR5639434364t,C809453L,2022-03-24,P564570,3045000,1,3045000,0,3045000,1,1,0,1,cod,Lacie_STEX6000300-6TB,3045000,2101050,Computing,2022-03-23
ODR4189282670b,C839720L,2022-11-03,P867109,3044942,1,3044942,0,3044942,1,0,0,4,Payaxis,Samsung_A7-2017-Black,3044942,2253242,Mobiles & Tablets,2022-03-19
ODR6792026106g,C351587L,2022-01-16,P534021,3034038,1,3034038,0,3034038,1,1,0,1,cod,HP_Laser MFP M426fdn (4 in 1) Black,3034038,2336182,Computing,2021-09-10
ODR2447939749a,C351587L,2022-01-18,P534021,3034038,1,3034038,0,3034038,1,1,0,1,cod,HP_Laser MFP M426fdn (4 in 1) Black,3034038,2336182,Computing,2021-09-10
ODR3849008279e,C378684L,2022-01-23,P534021,3034038,1,3034038,0,3034038,1,1,0,1,cod,HP_Laser MFP M426fdn (4 in 1) Black,3034038,2336182,Computing,2021-07-03
ODR4826559073s,C200115L,2022-01-27,P534021,3034038,1,3034038,0,3034038,1,1,0,1,cod,HP_Laser MFP M426fdn (4 in 1) Black,3034038,2336182,Computing,2021-07-12
ODR3371880977w,C200115L,2022-10-01,P534021,3034038,1,3034038,0,3034038,1,1,0,1,cod,HP_Laser MFP M426fdn (4 in 1) Black,3034038,2336182,Computing,2021-07-12
ODR9630583329s,C972737L,2022-04-05,P906358,1513742,2,3027484,0,3027484,1,1,0,1,cod,Swatch_YIS405G,1513742,1316948,Men Fashion,2021-07-21
ODR4814904476i,C143684L,2021-01-09,P958194,3026150,1,3026150,0,3026150,1,1,0,1,cod,dawlance_91996 - H-ZONE PLUS Refrigerator with Dawlance MD-7 20L,3026150,2360368,Appliances,2021-07-05
ODR3873774086n,C813946L,2021-08-28,P623453,3026150,1,3026150,0,3026150,1,1,1,1,cod,dawlance_91996 - H-ZONE PLUS Refrigerator with Dawlance MD-5 20L,3026150,2511690,Appliances,2021-08-02
ODR4906045519m,C339400L,2021-09-17,P958194,3026150,1,3026150,0,3026150,1,1,1,1,cod,dawlance_91996 - H-ZONE PLUS Refrigerator with Dawlance MD-7 20L,3026150,2360368,Appliances,2021-09-21
ODR9839342882e,C241821L,2021-11-26,P722616,3016000,1,3016000,0,3016000,1,0,0,4,Payaxis,FHM_Bloomy -SOFA SET,3016000,1869920,Home & Living,2021-09-26
ODR8252996229d,C618317L,2021-10-20,P203898,3004400,1,3004400,0,3004400,1,0,0,10,mcblite,interwood_HF-15LCRS-A-39655,3004400,2463608,Home & Living,2021-10-26
ODR3785049529c,C500995L,2022-05-18,P415305,2983810,1,2983810,0,2983810,1,0,0,7,Easypay,AYS_50U560,2983810,1879780,Entertainment,2022-05-11
ODR8162712974g,C622883L,2022-08-05,P177940,229100,13,2978300,0,2978300,1,1,1,3,customercredit,Royal_Energy saver Fan 56 New Model,226200,162864,Appliances,2021-09-24
ODR5922566029y,C374672L,2022-03-23,P323853,2978010,1,2978010,0,2978010,1,1,0,1,cod,Lenovo_80QB005UUE,2978010,1905880,Computing,2021-07-17
ODR6493005657f,C176299L,2022-03-25,P422527,2961712,1,2961712,0,2961712,1,0,0,6,easypay_voucher,CL168_R&I_Generator 5KVG,2961712,2102790,Appliances,2022-03-02
ODR3948043345v,C180533L,2021-02-10,P948892,2956260,1,2956260,0,2956260,1,0,0,4,Payaxis,dawlance_Inspire Plus 30 White,2956260,2601474,Appliances,2021-08-23
ODR2162319549e,C492850L,2021-07-23,P217083,2945704,1,2945704,0,2945704,1,1,1,8,ublcreditcard,Haier_HRF-382,2945704,2503802,Appliances,2021-07-09
ODR7750743049r,C501840L,2022-02-04,P825073,2924070,1,2924070,0,2924070,1,1,1,7,Easypay,Orient_50G6520,2924070,1783674,Entertainment,2022-03-14
ODR2239074736t,C924458L,2022-07-05,P209422,730742,4,2922968,0,2922968,1,0,0,4,Payaxis,Infinix Hot 4-Black-1,730742,643046,Mobiles & Tablets,2021-10-03
ODR3773190172s,C795566L,2022-02-07,P176485,2911600,1,2911600,0,2911600,1,0,0,1,cod,Kenwood_KDC-1213,2911600,2038120,Appliances,2021-09-05
ODR7173285407q,C558438L,2022-07-13,P176485,2911600,1,2911600,0,2911600,1,1,0,1,cod,Kenwood_KDC-1213,2911600,2038120,Appliances,2022-04-24
ODR5822797461w,C781213L,2022-12-04,P720522,2900000,1,2900000,0,2900000,1,1,0,1,cod,Gmart_Forerunner735XT 3,2900000,1740000,Health & Sports,2021-08-23
ODR5783737922z,C781213L,2022-01-16,P624876,1450000,2,2900000,0,2900000,1,1,0,1,cod,FHM_26SANTAM LAYER TABLE,1450000,1261500,Home & Living,2021-08-23
ODR9081701690h,C995819L,2022-04-07,P880316,2899942,1,2899942,0,2899942,1,0,0,4,Payaxis,AYS_A-C -8-LNA,2899942,2174942,Appliances,2022-07-21
ODR6065344412x,C522216L,2022-06-15,P533917,2899942,1,2899942,0,2899942,1,1,0,1,cod,HBW_1513072,2899942,2609942,Men Fashion,2022-05-12
ODR8202055451l,C770029L,2022-04-29,P421755,2899942,1,2899942,0,2899942,1,1,0,1,cod,MotoZPlay -Black,2899942,2319942,Mobiles & Tablets,2021-07-16
ODR6319529072t,C191188L,2022-05-05,P355452,2899942,1,2899942,0,2899942,1,1,0,1,cod,MotoZPlay-White,2899942,2377942,Mobiles & Tablets,2021-12-08
ODR1236241982s,C734785L,2021-11-08,P392583,1449942,2,2899884,0,2899884,1,1,1,12,internetbanking,Zuk Z1-Grey-Lahore,1449942,1232442,Mobiles & Tablets,2021-08-28
ODR4067292679y,C813497L,2022-05-18,P253922,2871000,1,2871000,0,2871000,1,1,0,1,cod,GC_GCS046,2871000,2124540,Superstore,2022-05-14
ODR5236505000y,C265629L,2022-02-06,P506029,2869840,1,2869840,0,2869840,1,1,0,1,cod,Dell_DELL 5559-I5,2869840,1750556,Computing,2022-06-18
ODR7399189782k,C972737L,2022-06-21,P952872,2869840,1,2869840,0,2869840,1,1,0,1,cod,HP_15AY-15-Ay189NIA-ci5,2869840,2554146,Computing,2021-07-21
ODR3895902351p,C158367L,2021-07-22,P353796,2865200,1,2865200,0,2865200,1,1,0,1,cod,viewsonic_PJD5134,2865200,2292160,Entertainment,2021-07-16
ODR1506734934x,C374672L,2021-08-11,P353796,2865200,1,2865200,0,2865200,1,1,0,1,cod,viewsonic_PJD5134,2865200,2292160,Entertainment,2021-07-17
ODR1350484141d,C166968L,2021-08-17,P353796,2865200,1,2865200,0,2865200,1,1,0,1,cod,viewsonic_PJD5134,2865200,2292160,Entertainment,2021-07-26
ODR5007145564q,C382868L,2022-07-25,P746317,2860560,1,2860560,0,2860560,1,1,0,1,cod,plk_FWI/ 961 284_44,2860560,2174014,Men Fashion,2021-07-07
ODR6027454144h,C780584L,2021-11-26,P182780,2858240,1,2858240,0,2858240,1,0,0,2,jazzvoucher,HAIER_HSU-12HNH,2851280,2195474,Appliances,2021-11-17
ODR1433750479i,C949023L,2021-12-19,P182780,2858240,1,2858240,0,2858240,1,0,0,2,jazzvoucher,HAIER_HSU-12HNH,2851280,2195474,Appliances,2021-11-27
ODR3182294673e,C949023L,2021-12-20,P182780,2858240,1,2858240,0,2858240,1,1,1,2,jazzvoucher,HAIER_HSU-12HNH,2851280,2195474,Appliances,2021-11-27
ODR7074496527p,C781213L,2022-04-26,P746103,2842000,1,2842000,0,2842000,1,1,0,1,cod,MORG_GCS 41,2842000,2159920,Health & Sports,2021-08-23
ODR3506625842o,C738725L,2022-02-25,P180847,2841942,1,2841942,0,2841942,1,1,0,1,cod,orient_13af4 1ton-CS,2841942,2301962,Appliances,2021-08-27
ODR2459422485j,C158367L,2021-07-16,P457899,2841942,1,2841942,0,2841942,1,1,0,1,cod,Samsung Galaxy Note 3 N9000,2841942,2017762,Mobiles & Tablets,2021-07-16
ODR6861028057m,C214179L,2022-04-24,P184758,2837360,1,2837360,0,2837360,1,0,0,1,cod,interwood_HA-R-QRION-39998,2837360,2099600,Home & Living,2022-04-03
ODR4656716007m,C214179L,2022-04-26,P184758,2837360,1,2837360,0,2837360,1,1,0,1,cod,interwood_HA-R-QRION-39998,2837360,2099600,Home & Living,2022-04-03
ODR5779760502e,C574563L,2021-08-17,P618516,2818800,1,2818800,0,2818800,1,1,1,1,cod,Dawlance 91996 HZ H-Zone Plus 18 cu ft Refrigerator,2818800,1916784,Appliances,2021-08-20
ODR4136825132k,C329062L,2022-02-16,P522597,2813000,1,2813000,0,2813000,1,0,0,4,Payaxis,orient_OS-19 MF16 PG-R410a-CS,2813000,2362920,Appliances,2022-02-09
ODR9251253234g,C168471L,2021-10-28,P918122,2802270,1,2802270,0,2802270,1,0,0,4,Payaxis,lenovo_80HR00AKUE,2456010,2063002,Computing,2021-10-12
ODR5777278883v,C168471L,2021-11-14,P918122,2802270,1,2802270,0,2802270,1,0,0,4,Payaxis,lenovo_80HR00AKUE,2456010,2063002,Computing,2021-10-12
ODR6587401382p,C972737L,2021-12-11,P918122,2802270,1,2802270,0,2802270,1,1,0,1,cod,lenovo_80HR00AKUE,2456010,2063002,Computing,2021-07-21
ODR8166113496c,C986837L,2021-09-12,P584875,73544,38,2794672,0,2794672,1,0,0,1,cod,Posh_CS0073-17,73544,59566,Men Fashion,2021-07-17
ODR7826215109g,C139822L,2021-08-10,P934032,2793570,1,2793570,0,2793570,1,1,1,4,Payaxis,Haier_HSU-18LKE,2700248,2025186,Appliances,2021-10-09
ODR7796488821w,C972737L,2021-09-21,P298813,2784348,1,2784348,0,2784348,1,1,0,1,cod,Haier_HRF-342,2784348,2143912,Appliances,2021-07-21
ODR1481160106y,C880014L,2022-07-13,P333900,2784000,1,2784000,0,2784000,1,0,0,7,Easypay,HP_i3-7100U,2784000,1698240,Computing,2022-07-11
ODR6843111529b,C374672L,2022-01-28,P640140,2784000,1,2784000,0,2784000,1,1,0,1,cod,FHM_DEEP RUST,2784000,2171520,Home & Living,2021-07-17
ODR9658462604y,C331675L,2021-12-22,P611114,2783942,1,2783942,0,2783942,1,0,0,1,cod,Samsung_Samsung 40 Inch J5000 Full HD LED TV,2783942,2338502,Entertainment,2021-12-15
ODR4011490184m,C132488L,2021-12-31,P611114,2783942,1,2783942,0,2783942,1,1,1,4,Payaxis,Samsung_Samsung 40 Inch J5000 Full HD LED TV,2783942,2338502,Entertainment,2021-12-09
ODR5866903653p,C872920L,2022-01-03,P611114,2783942,1,2783942,0,2783942,1,1,0,1,cod,Samsung_Samsung 40 Inch J5000 Full HD LED TV,2783942,2338502,Entertainment,2021-09-18
ODR9408336346i,C996508L,2022-01-31,P611114,2783942,1,2783942,0,2783942,1,1,0,1,cod,Samsung_Samsung 40 Inch J5000 Full HD LED TV,2783942,2338502,Entertainment,2021-07-10
ODR2319477211b,C872920L,2022-02-25,P611114,2783942,1,2783942,0,2783942,1,1,0,1,cod,Samsung_Samsung 40 Inch J5000 Full HD LED TV,2783942,2338502,Entertainment,2021-09-18
ODR6112643407w,C996508L,2022-02-28,P611114,2783942,1,2783942,0,2783942,1,1,0,1,cod,Samsung_Samsung 40 Inch J5000 Full HD LED TV,2783942,2338502,Entertainment,2021-07-10
ODR1308032776f,C872920L,2022-05-03,P611114,2783942,1,2783942,0,2783942,1,1,0,1,cod,Samsung_Samsung 40 Inch J5000 Full HD LED TV,2783942,2338502,Entertainment,2021-09-18
ODR2188558244q,C215074L,2022-08-01,P611114,2783942,1,2783942,0,2783942,1,0,0,4,Payaxis,Samsung_Samsung 40 Inch J5000 Full HD LED TV,2783942,2338502,Entertainment,2021-09-13
ODR5008860616j,C215074L,2022-09-01,P611114,2783942,1,2783942,0,2783942,1,0,0,4,Payaxis,Samsung_Samsung 40 Inch J5000 Full HD LED TV,2783942,2338502,Entertainment,2021-09-13
ODR7159770921j,C215074L,2022-10-01,P611114,2783942,1,2783942,0,2783942,1,0,0,4,Payaxis,Samsung_Samsung 40 Inch J5000 Full HD LED TV,2783942,2338502,Entertainment,2021-09-13
ODR7391169871k,C215074L,2022-11-01,P611114,2783942,1,2783942,0,2783942,1,1,1,4,Payaxis,Samsung_Samsung 40 Inch J5000 Full HD LED TV,2783942,2338502,Entertainment,2021-09-13
ODR3051992515r,C213343L,2021-12-18,P547290,1391942,2,2783884,0,2783884,1,0,0,4,Payaxis,HTC_DESIRE 628,1391942,974342,Mobiles & Tablets,2021-12-27
ODR8096128747f,C927720L,2021-12-13,P805257,2778200,1,2778200,0,2778200,1,0,0,4,Payaxis,tisot_wtch_13,2778200,1694702,Men Fashion,2021-08-25
ODR7171814451q,C927720L,2021-12-15,P805257,2778200,1,2778200,0,2778200,1,1,0,4,Payaxis,tisot_wtch_13,2778200,1694702,Men Fashion,2021-08-25
ODR8177419994b,C527307L,2022-06-27,P571622,2774836,1,2774836,0,2774836,1,1,0,4,Payaxis,Dawlance_Inspire-Plus-Inverter-15-Champagne,2774836,2414076,Appliances,2021-10-04
ODR8298392594n,C168876L,2022-01-27,P754831,550942,5,2754710,0,2754710,1,1,1,1,cod,IDROID_BALRX7-Jet black,550942,429722,Mobiles & Tablets,2022-01-27
ODR5706223491p,C492850L,2021-09-27,P263108,2749200,1,2749200,0,2749200,1,0,0,4,Payaxis,dawlance_LVS 30 18000BTU,2118160,1630960,Appliances,2021-07-09
ODR9461580861i,C595809L,2021-03-10,P240605,2741370,1,2741370,0,2741370,1,0,0,4,Payaxis,lenovo_80J2021CUE,2479790,2083012,Computing,2021-10-09
ODR5843120593b,C242231L,2021-05-10,P240605,2741370,1,2741370,0,2741370,1,1,1,4,Payaxis,lenovo_80J2021CUE,2479790,2083012,Computing,2021-09-22
ODR9654843042h,C127878L,2021-09-30,P240605,2741370,1,2741370,0,2741370,1,0,0,1,cod,lenovo_80J2021CUE,2479790,2083012,Computing,2021-09-13
ODR2968276119j,C989354L,2021-01-11,P992760,2720200,1,2720200,0,2720200,1,0,0,4,Payaxis,R&I_Split AC - Crystal Series 18000BTU,2720200,2284968,Appliances,2021-10-01
ODR7698758082z,C791503L,2021-10-27,P992760,2720200,1,2720200,0,2720200,1,0,0,4,Payaxis,R&I_Split AC - Crystal Series 18000BTU,2720200,2284968,Appliances,2021-10-03
ODR1270930024b,C980973L,2021-11-28,P992760,2720200,1,2720200,0,2720200,1,0,0,4,Payaxis,R&I_Split AC - Crystal Series 18000BTU,2720200,2284968,Appliances,2021-10-27
ODR9351349167v,C531212L,2021-06-12,P502182,2714400,1,2714400,0,2714400,1,1,1,4,Payaxis,Haier_HSU-18LK-E10BL-White,2714400,2035800,Appliances,2021-11-23
ODR4748483611d,C317326L,2022-05-06,P545027,2710050,1,2710050,0,2710050,1,1,0,1,cod,RUBD_HSU-18 LTE 1.5 Ton AC,2710050,1761518,Appliances,2022-03-03
ODR2999389219m,C972737L,2022-03-03,P934032,2700248,1,2700248,0,2700248,1,1,0,1,cod,Haier_HSU-18LKE,2700248,2025186,Appliances,2021-07-21
ODR1238479430q,C972737L,2022-03-20,P934032,2700248,1,2700248,0,2700248,1,1,0,1,cod,Haier_HSU-18LKE,2700248,2025186,Appliances,2021-07-21
ODR2684213080s,C713431L,2022-06-06,P809020,2668000,1,2668000,0,2668000,1,0,0,4,Payaxis,AYS_Split-Haier-18LNF,2668000,2267800,Appliances,2022-06-22
ODR8888326136d,C171874L,2021-11-22,P926387,1333942,2,2667884,0,2667884,1,1,1,1,cod,infinix_Zero 4-Grey,1333942,1160522,Mobiles & Tablets,2021-11-12
ODR3209194892t,C416181L,2022-01-04,P926387,1333942,2,2667884,0,2667884,1,0,0,7,Easypay,infinix_Zero 4-Grey,1333942,1160522,Mobiles & Tablets,2021-10-20
ODR8018316478c,C849740L,2022-12-02,P926387,1333942,2,2667884,0,2667884,1,0,0,4,Payaxis,infinix_Zero 4-Grey,1333942,1160522,Mobiles & Tablets,2021-07-20
ODR3837857351a,C940987L,2021-08-08,P191421,2650600,1,2650600,0,2650600,1,0,0,8,ublcreditcard,dwm_Masculine K2H27126,2650600,1775902,Men Fashion,2021-08-28
ODR7792202279g,C972737L,2022-05-31,P473371,2633200,1,2633200,0,2633200,1,1,0,1,cod,RM_Sony-DSC-HX400,2633200,1711580,Entertainment,2021-07-21
ODR6069968896g,C399101L,2021-12-24,P888679,1314686,2,2629372,0,2629372,1,1,0,1,cod,SUPER ASIA_GH 555-55 GLN CAPACITY,1314686,1064880,Appliances,2021-07-14
ODR5916317302l,C972737L,2022-07-04,P934032,2625370,1,2625370,0,2625370,1,1,0,1,cod,Haier_HSU-18LKE,2700248,2025186,Appliances,2021-07-21
ODR6015039387h,C372757L,2021-11-07,P987392,2622470,1,2622470,0,2622470,1,0,0,1,cod,mitsubhisi_1.0 Ton - SRK-13CMK,2622470,2229056,Appliances,2021-07-28
ODR9959068355v,C217246L,2022-06-08,P173908,2618700,1,2618700,0,2618700,1,0,0,7,Easypay,UNEL_Kenwood eInspire  1.5Ton,2618700,1597378,Appliances,2022-08-04
ODR6612136842e,C483469L,2022-05-14,P549363,2610000,1,2610000,0,2610000,1,1,0,1,cod,Kenwood_KLV-1815,2610000,2218500,Appliances,2021-07-26
ODR9892554534h,C955087L,2021-11-26,P713012,2610000,1,2610000,0,2610000,1,0,0,4,Payaxis,sony_SLT-A58K,2610000,2140200,Entertainment,2021-11-08
ODR2723553052i,C955087L,2021-11-27,P713012,2610000,1,2610000,0,2610000,1,0,0,4,Payaxis,sony_SLT-A58K,2610000,2140200,Entertainment,2021-11-08
ODR8972748710w,C788509L,2021-11-29,P713012,2610000,1,2610000,0,2610000,1,1,1,1,cod,sony_SLT-A58K,2610000,2140200,Entertainment,2021-07-20
ODR7301425815m,C788509L,2021-12-30,P713012,2610000,1,2610000,0,2610000,1,1,0,1,cod,sony_SLT-A58K,2610000,2140200,Entertainment,2021-07-20
ODR2309804088y,C158367L,2021-09-21,P399251,2610000,1,2610000,0,2610000,1,0,0,1,cod,Naushemian_#0027-Blue-L,2610000,2088000,Women Fashion,2021-07-16
ODR3227876079u,C191638L,2022-01-19,P343951,2610000,1,2610000,0,2610000,1,1,0,1,cod,palwasha_SKU027,2610000,1722600,Women Fashion,2021-12-05
ODR9261506694d,C908967L,2022-03-05,P708112,17400,150,2610000,0,2610000,1,1,1,11,cashatdoorstep,Jayqeu_BL-01-Red-M,17400,10440,Women Fashion,2021-07-23
ODR2842423328t,C159766L,2022-03-28,P343951,2610000,1,2610000,0,2610000,1,0,0,2,jazzvoucher,palwasha_SKU027,2610000,1722600,Women Fashion,2022-03-20
ODR4121690062t,C908967L,2022-04-04,P533137,17400,150,2610000,0,2610000,1,1,1,7,Easypay,Jayqeu_BL-01-Red-S,17400,14790,Women Fashion,2021-07-23
ODR4101120360n,C264730L,2021-08-29,P205822,2609362,1,2609362,0,2609362,1,0,0,9,mygateway,HP_ 15-AC107TU _clear,2609362,2139620,Computing,2021-08-05
ODR5025381818a,C612260L,2021-12-08,P205822,2609362,1,2609362,0,2609362,1,1,0,1,cod,HP_ 15-AC107TU _clear,2609362,2139620,Computing,2021-08-04
ODR1802571508r,C405631L,2021-03-12,P177109,2604200,1,2604200,0,2604200,1,0,0,4,Payaxis,Changhong Ruba 40 Inches D4000i Smart LED,2604200,1562520,Entertainment,2021-11-05
ODR5616535550u,C405631L,2021-04-12,P177109,2604200,1,2604200,0,2604200,1,0,0,4,Payaxis,Changhong Ruba 40 Inches D4000i Smart LED,2604200,1562520,Entertainment,2021-11-05
ODR2580973309f,C484446L,2021-10-13,P177109,2604200,1,2604200,0,2604200,1,0,0,4,Payaxis,Changhong Ruba 40 Inches D4000i Smart LED,2604200,1562520,Entertainment,2021-10-14
ODR8912804614o,C980973L,2021-10-22,P177109,2604200,1,2604200,0,2604200,1,0,0,4,Payaxis,Changhong Ruba 40 Inches D4000i Smart LED,2604200,1562520,Entertainment,2021-10-27
ODR3998838584c,C885565L,2021-11-17,P177109,2604200,1,2604200,0,2604200,1,1,0,3,customercredit,Changhong Ruba 40 Inches D4000i Smart LED,2604200,1562520,Entertainment,2021-09-10
ODR7661653456o,C485693L,2021-12-29,P177109,2604200,1,2604200,0,2604200,1,0,0,1,cod,Changhong Ruba 40 Inches D4000i Smart LED,2604200,1562520,Entertainment,2021-07-02
ODR6522409768h,C529046L,2022-04-01,P177109,2604200,1,2604200,0,2604200,1,0,0,4,Payaxis,Changhong Ruba 40 Inches D4000i Smart LED,2604200,1562520,Entertainment,2021-10-01
ODR6061320053t,C865334L,2022-04-22,P177109,2604200,1,2604200,0,2604200,1,0,0,4,Payaxis,Changhong Ruba 40 Inches D4000i Smart LED,2604200,1562520,Entertainment,2022-04-24
ODR1432320243h,C865334L,2022-04-23,P177109,2604200,1,2604200,0,2604200,1,0,0,4,Payaxis,Changhong Ruba 40 Inches D4000i Smart LED,2604200,1562520,Entertainment,2022-04-24
ODR1203665578h,C752545L,2022-04-28,P177109,2604200,1,2604200,0,2604200,1,1,0,1,cod,Changhong Ruba 40 Inches D4000i Smart LED,2604200,1562520,Entertainment,2022-04-17
ODR3525582789b,C992621L,2022-05-02,P177109,2604200,1,2604200,0,2604200,1,0,0,4,Payaxis,Changhong Ruba 40 Inches D4000i Smart LED,2604200,1562520,Entertainment,2021-11-17
ODR9386509697p,C872920L,2022-08-04,P614218,2594630,1,2594630,0,2594630,1,0,0,1,cod,AZD_HSU-12-HNB-DC-INVERTER-1-TON,2594630,1971884,Appliances,2021-09-18
ODR6036928157m,C624290L,2021-05-12,P131987,2591440,1,2591440,0,2591440,1,0,0,4,Payaxis,haier_HSU-18LK-E8,2591440,1580732,Appliances,2021-11-26
ODR7805104683h,C602850L,2021-07-17,P131987,2591440,1,2591440,0,2591440,1,0,0,1,cod,haier_HSU-18LK-E8,2591440,1580732,Appliances,2021-07-03
ODR1817826678f,C140984L,2021-07-20,P316948,2591440,1,2591440,0,2591440,1,0,0,1,cod,Haier_HSU-18LK-E10BL,2591440,2176798,Appliances,2021-07-13
ODR4225257479s,C140984L,2021-07-22,P316948,2591440,1,2591440,0,2591440,1,1,1,1,cod,Haier_HSU-18LK-E10BL,2591440,2176798,Appliances,2021-07-13
ODR3319167145o,C546651L,2021-07-24,P131987,2591440,1,2591440,0,2591440,1,1,0,1,cod,haier_HSU-18LK-E8,2591440,1580732,Appliances,2021-07-07
ODR1433190648f,C972737L,2021-11-08,P131987,2591440,1,2591440,0,2591440,1,1,0,1,cod,haier_HSU-18LK-E8,2591440,1580732,Appliances,2021-07-21
ODR4584407097d,C313927L,2022-05-07,P491161,2588250,1,2588250,0,2588250,1,1,0,3,customercredit,Haier_HSU-12-HNF,2588250,1734084,Appliances,2021-09-20
ODR8866746615g,C671880L,2022-09-06,P491161,2588250,1,2588250,0,2588250,1,0,0,7,Easypay,Haier_HSU-12-HNF,2588250,1734084,Appliances,2022-05-22
ODR3054409411g,C181436L,2022-11-07,P491161,2588250,1,2588250,0,2588250,1,0,0,1,cod,Haier_HSU-12-HNF,2588250,1734084,Appliances,2021-11-01
ODR7910251558r,C501840L,2022-03-22,P423681,2552000,1,2552000,0,2552000,1,0,0,1,cod,hop_ANKM030,2552000,1582240,Beauty & Grooming,2022-03-14
ODR2022951306o,C501840L,2022-03-24,P423681,2552000,1,2552000,0,2552000,1,0,0,7,Easypay,hop_ANKM030,2552000,1582240,Beauty & Grooming,2022-03-14
ODR9880047917z,C374672L,2022-04-26,P423681,2552000,1,2552000,0,2552000,1,1,1,1,cod,hop_ANKM030,2552000,1582240,Beauty & Grooming,2021-07-17
ODR4388835210p,C283866L,2022-07-24,P423681,2552000,1,2552000,0,2552000,1,0,0,7,Easypay,hop_ANKM030,2552000,1582240,Beauty & Grooming,2021-07-18
ODR8649241199l,C781213L,2021-11-20,P779480,1276000,2,2552000,0,2552000,1,1,0,1,cod,Naushemian_#0030-Light Red-M,1276000,842160,Women Fashion,2021-08-23
ODR7843419046a,C773779L,2022-02-08,P160695,2551942,1,2551942,0,2551942,1,1,0,4,Payaxis,Surmawala_Haier-HSU-12HN-Air-Conditioner-White,2551942,1888422,Appliances,2022-08-02
ODR1818707127p,C143684L,2021-10-21,P663397,2534600,1,2534600,0,2534600,1,1,1,1,cod,kenwood_KEA1801,2534600,1774220,Appliances,2021-07-05
ODR1852685453g,C527307L,2022-08-03,P918122,2533672,1,2533672,0,2533672,1,0,0,4,Payaxis,lenovo_80HR00AKUE,2456010,2063002,Computing,2021-10-04
ODR9167887699z,C990726L,2022-09-03,P918122,2533672,1,2533672,0,2533672,1,0,0,4,Payaxis,lenovo_80HR00AKUE,2456010,2063002,Computing,2022-03-16
ODR6677543774l,C958287L,2021-06-10,P350026,2529960,1,2529960,0,2529960,1,0,0,4,Payaxis,gree_12CZ8,2529960,2049256,Appliances,2021-07-15
ODR7786538622b,C958287L,2021-10-15,P350026,2529960,1,2529960,0,2529960,1,1,1,1,cod,gree_12CZ8,2529960,2049256,Appliances,2021-07-15
ODR6498030200a,C569357L,2021-11-18,P747667,2529960,1,2529960,0,2529960,1,0,0,4,Payaxis,R&I_Generator 3.0KVA,2529960,2074544,Appliances,2021-11-02
ODR9858888901n,C960097L,2022-04-16,P547091,8410,300,2523000,0,2523000,1,0,0,1,cod,RS_Coconut Bites,8120,6902,Soghaat,2022-04-10
ODR3160137907g,C382868L,2022-07-31,P715572,2518360,1,2518360,0,2518360,1,1,0,1,cod,plk_PD/ 991 471_65,2518360,1561360,Men Fashion,2021-07-07
